iter	Passed	Remaining
168	14712	28815
169	14809	28747
170	14900	28667
171	14969	28547
172	15047	28442
173	15131	28350
174	15211	28249
175	15293	28154
176	15379	28066
177	15451	27951
178	15544	27876
179	15621	27771
180	15691	27655
181	15769	27552
182	15856	27467
183	15938	27373
184	16020	27277
185	16098	27177
186	16183	27087
187	16276	27011
188	16347	26899
189	16422	26795
190	16515	26718
191	16617	26657
192	16710	26581
193	16805	26508
194	16890	26417
195	16973	26326
196	17060	26239
197	17143	26148
198	17215	26040
199	17291	25937
200	17379	25853
201	17465	25765
202	17538	25659
203	17623	25571
204	17703	25475
205	17782	25379
206	17873	25298
207	17969	25225
208	18082	25177
209	18212	25150
210	18307	25074
211	18384	24975
212	18478	24898
213	18559	24804
214	18652	24725
215	18735	24633
216	18818	24541
217	18894	24441
218	18976	24348
219	19052	24248
220	19137	24160
221	19227	24077
222	19308	23983
223	19384	23885
224	19467	23793
225	19541	23691
226	19621	23597
227	19708	23512
228	19787	23416
229	19868	23324
230	19944	23225
231	20034	23143
232	20129	23067
233	20218	22983
234	20294	22884
235	20378	22795
236	20466	22712
237	20554	22626
238	20630	22529
239	20718	22444
240	20802	22356
241	20888	22269
242	20963	22171
243	21043	22078
244	21127	21989
245	21220	21910
246	21299	21816
247	21392	21737
248	21468	21640
249	21557	21557
250	21625	21453
251	21712	21368
252	21794	21277
253	21878	21189
254	21967	21105
255	22041	21008
256	22119	20914
257	22200	20823
258	22285	20736
259	22360	20640
260	22434	20543
261	22516	20453
262	22607	20372
263	22678	20272
264	22769	20191
265	22842	20094
266	22928	20009
267	23016	19925
268	23104	19840
269	23185	19750
270	23269	19663
271	23350	19573
272	23422	19475
273	23514	19395
274	23600	19309
275	23675	19214
276	23753	19122
277	23825	19026
278	23918	18946
279	24016	18869
280	24103	18785
281	24188	18698
282	24288	18623
283	24371	18535
284	24466	18457
285	24564	18380
286	24634	18282
287	24707	18187
288	24785	18095
289	24866	18006
290	24966	17931
291	25085	17869
292	25171	17783
293	25259	17698
294	25332	17603
295	25400	17505
296	25483	17418
297	25567	17331
298	25650	17243
299	25733	17155
300	25817	17068
301	25912	16989
302	25992	16899
303	26072	16809
304	26210	16757
305	26305	16677
306	26390	16590
307	26498	16518
308	26579	16429
309	26658	16339
310	26754	16258
311	26871	16191
312	26998	16129
313	27122	16066
314	27215	15983
315	27302	15897
316	27404	15820
317	27503	15741
318	27606	15663
319	27685	15573
320	27786	15494
321	27871	15406
322	27965	15324
323	28051	15237
324	28134	15149
325	28220	15062
326	28334	14990
327	28431	14909
328	28509	14817
329	28588	14727
330	28653	14629
331	28730	14538
332	28826	14456
333	28921	14374
334	29007	14287
335	29102	14204
336	29180	14114
337	29276	14032
338	29363	13945
339	29439	13853
340	29521	13764
341	29619	13683
342	29710	13599
343	29797	13512
344	29887	13427
345	29991	13348
346	30077	13262
347	30166	13176
348	30370	13140
349	30484	13064
350	30570	12977
351	30660	12891
352	30747	12804
353	30840	12719
354	30927	12632
355	31024	12549
356	31119	12465
357	31210	12379
358	31304	12294
359	31395	12209
360	31481	12121
361	31578	12038
362	31664	11950
363	31761	11866
364	31881	11791
365	31962	11701
366	32046	11613
367	32134	11526
368	32229	11441
369	32324	11357
370	32425	11274
371	32514	11187
372	32610	11103
373	32708	11019
374	32802	10934
375	32892	10847
376	32969	10756
377	33063	10671
378	33148	10582
379	33240	10497
380	33335	10411
381	33429	10326
382	33520	10240
383	33630	10159
384	33728	10074
385	33820	9988
386	33918	9903
387	34016	9819
388	34115	9734
389	34200	9646
390	34296	9560
391	34401	9477
392	34496	9392
393	34594	9307
394	34689	9221
395	34791	9137
396	34885	9050
397	34976	8963
398	35061	8875
399	35138	8784
400	35223	8696
401	35310	8608
402	35402	8521
403	35495	8434
404	35594	8349
405	35668	8258
406	35765	8172
407	35852	8084
408	35958	8000
409	36052	7913
410	36129	7823
411	36222	7736
412	36303	7647
413	36403	7562
414	36490	7473
415	36565	7383
416	36658	7296
417	36744	7208
418	36834	7120
419	36932	7034
420	37011	6945
421	37101	6857
422	37193	6770
423	37261	6679
424	37356	6592
425	37447	6505
426	37532	6416
427	37618	6328
428	37706	6240
429	37798	6153
430	37881	6064
431	37977	5977
432	38069	5890
433	38148	5801
434	38238	5713
435	38325	5625
436	38405	5536
437	38498	5449
438	38590	5362
439	38684	5275
440	38787	5189
441	38878	5101
442	38977	5015
443	39069	4927
444	39167	4840
445	39258	4753
446	39353	4666
447	39443	4578
448	39539	4491
449	39624	4402
450	39721	4315
451	39820	4228
452	39903	4140
453	39988	4051
454	40090	3965
455	40181	3877
456	40259	3788
457	40353	3700
458	40444	3612
459	40531	3524
460	40626	3436
461	40716	3348
462	40808	3261
463	40883	3171
464	40975	3084
465	41073	2996
466	41163	2908
467	41260	2821
468	41349	2733
469	41462	2646
470	41532	2557
471	41629	2469
472	41712	2381
473	41785	2292
474	41872	2203
475	41958	2115
476	42054	2027
477	42157	1940
478	42248	1852
479	42316	1763
480	42387	1674
481	42463	1585
482	42537	1497
483	42618	1408
484	42681	1320
485	42746	1231
486	42819	1143
487	42895	1054
488	42959	966
489	43028	878
490	43106	790
491	43184	702
492	43249	614
493	43322	526
494	43397	438
495	43473	350
496	43544	262
497	43615	175
498	43692	87
499	43771	0
