iter	Logloss
195	0.3004522372
196	0.3002834551
197	0.3000880311
198	0.2999285173
199	0.2997465088
200	0.2996152854
201	0.2994880747
202	0.2993067543
203	0.2991611763
204	0.2991347533
205	0.2990161971
206	0.2989139168
207	0.2986571481
208	0.2984382175
209	0.298143785
210	0.2980024238
211	0.297835928
212	0.2975525391
213	0.2973795852
214	0.2972907926
215	0.2971957383
216	0.2971055617
217	0.2968431707
218	0.2966950924
219	0.2965841374
220	0.2963309584
221	0.2961247263
222	0.2960601752
223	0.2958649882
224	0.2957815698
225	0.2956621026
226	0.2956283705
227	0.2953478707
228	0.2951722832
229	0.2951249776
230	0.2950683955
231	0.2949400584
232	0.2948187331
233	0.2946536936
234	0.2945584402
235	0.2944663768
236	0.2942462794
237	0.2941896963
238	0.2939684129
239	0.2938925102
240	0.2937254551
241	0.2936394878
242	0.2935426824
243	0.2933927925
244	0.2932664522
245	0.2931135465
246	0.2930208937
247	0.2929082849
248	0.2927193313
249	0.2926072539
250	0.2925630353
251	0.292477239
252	0.2922987608
253	0.2921211654
254	0.2919766537
255	0.291711526
256	0.2915470908
257	0.2914523526
258	0.2913694609
259	0.2911621077
260	0.2910225128
261	0.2909437051
262	0.2908666664
263	0.2906678908
264	0.2905691872
265	0.2903906634
266	0.2902369605
267	0.2900295689
268	0.2899259704
269	0.2897161832
270	0.2896089894
271	0.2894796744
272	0.289375135
273	0.2892260536
274	0.2891346383
275	0.2890088691
276	0.2888668624
277	0.2888231325
278	0.2886632875
279	0.2886063617
280	0.2885899646
281	0.2885290618
282	0.288378073
283	0.2883685835
284	0.2882082344
285	0.2881643228
286	0.2881317884
287	0.2880626061
288	0.2880377585
289	0.2878963883
290	0.2877438934
291	0.2876704312
292	0.2875554673
293	0.2874727599
294	0.2873251767
295	0.2873051183
296	0.2871847931
297	0.2870412681
298	0.2869215234
299	0.2866854724
300	0.2865446543
301	0.2864925258
302	0.2864332895
303	0.2863553715
304	0.286282611
305	0.2862161121
306	0.2860789962
307	0.2860176866
308	0.2859473205
309	0.2859321524
310	0.2858744587
311	0.2858376482
312	0.2857359837
313	0.2856504643
314	0.2855256953
315	0.2854341333
316	0.2853868967
317	0.2853380662
318	0.285268239
319	0.2851501983
320	0.2850470204
321	0.28494832
322	0.2848630448
323	0.2847265801
324	0.2846957273
325	0.2846249482
326	0.2845011303
327	0.2843083274
328	0.2840571749
329	0.2839158171
330	0.2838156786
331	0.2836094457
332	0.2834227623
333	0.2833012887
334	0.2831607782
335	0.2830335469
336	0.2830004339
337	0.2828360126
338	0.2827248959
339	0.2826303272
340	0.2824715039
341	0.2824316351
342	0.2823283925
343	0.2822152198
344	0.2820656252
345	0.282020406
346	0.2819341479
347	0.2818565812
348	0.2818105384
349	0.2817426425
350	0.2816444268
351	0.281519422
352	0.2814858925
353	0.2814545219
354	0.2814086918
355	0.2812445313
356	0.2812108772
357	0.2811385788
358	0.2810381522
359	0.2809283282
360	0.2807803589
361	0.280696809
362	0.2805012257
363	0.2804373719
364	0.2803326589
365	0.2802178854
366	0.2801292024
367	0.2800220848
368	0.2799957878
369	0.2799634629
370	0.2798303229
371	0.2797297115
372	0.2796132637
373	0.2795103804
374	0.2793242812
375	0.2791754271
376	0.2791170561
377	0.278974463
378	0.2788523988
379	0.2786930228
380	0.2785832853
381	0.2785469439
382	0.2782865638
383	0.2781803472
384	0.2780882281
385	0.2780241797
386	0.2779757447
387	0.2778720417
388	0.2778110146
389	0.2777329226
390	0.2776955315
391	0.2775730476
392	0.2775610097
393	0.2773970157
394	0.2773270817
395	0.2772804898
396	0.2772163767
397	0.2771006343
398	0.2769595373
399	0.276789469
400	0.276751191
401	0.2766037864
402	0.2765372166
403	0.2764173347
404	0.2763582989
405	0.2762410703
406	0.2760673142
407	0.2759027546
408	0.2757125231
409	0.2756912792
410	0.2756434764
411	0.2755545064
412	0.2754914524
413	0.2754262829
414	0.2753837196
415	0.2753351612
416	0.2752465527
417	0.2751987766
418	0.2751300439
419	0.2750848777
420	0.2749930484
421	0.2749185081
422	0.2747971742
423	0.2746449155
424	0.2746399538
425	0.2746190322
426	0.2745032828
427	0.274477379
428	0.2743832954
429	0.2742935597
430	0.2741926451
431	0.2741502444
432	0.274100565
433	0.2740788212
434	0.2740185237
435	0.2740072685
436	0.2739032655
437	0.273795251
438	0.273740536
439	0.2737186617
440	0.2735035545
441	0.2734055524
442	0.2732127377
443	0.273070906
444	0.2730361699
445	0.2729770274
446	0.2728284443
447	0.2727255699
448	0.2726245139
449	0.2725513954
450	0.2724669789
451	0.2723713256
452	0.2723151482
453	0.2722479521
454	0.2720535046
455	0.2719622167
456	0.2718235729
457	0.2718197419
458	0.2717776946
459	0.2716990682
460	0.2716223447
461	0.2715948605
462	0.271549949
463	0.271438652
464	0.271415938
465	0.271329875
466	0.2713075007
467	0.2711529525
468	0.2709824799
469	0.2708778497
470	0.2708201869
471	0.2708081015
472	0.2707252587
473	0.2706939067
474	0.2706324391
475	0.2704506233
476	0.2702920336
477	0.2702063726
478	0.270107417
479	0.2700198214
480	0.269950094
481	0.2698625911
482	0.2698370454
483	0.2697476698
484	0.2696408907
485	0.2695474459
486	0.2694007979
487	0.269382898
488	0.2693549044
489	0.2693024782
490	0.269224242
491	0.2691332633
492	0.2691286377
493	0.2689686774
494	0.2689356107
495	0.2688928103
496	0.2688195253
497	0.2687768774
498	0.268664823
499	0.2685546086
