iter	Passed	Remaining
212	17274	23275
213	17354	23193
214	17435	23111
215	17527	23045
216	17613	22970
217	17701	22898
218	17784	22819
219	17870	22743
220	17973	22690
221	18062	22618
222	18147	22542
223	18274	22516
224	18355	22435
225	18448	22366
226	18533	22289
227	18610	22202
228	18692	22120
229	18776	22041
230	18897	22006
231	19000	21949
232	19084	21869
233	19164	21785
234	19257	21715
235	19347	21642
236	19444	21578
237	19524	21493
238	19647	21455
239	19742	21387
240	19833	21314
241	19922	21240
242	20011	21164
243	20103	21092
244	20191	21015
245	20269	20928
246	20356	20851
247	20469	20799
248	20567	20732
249	20656	20656
250	20754	20589
251	20912	20580
252	21036	20537
253	21113	20448
254	21200	20369
255	21288	20290
256	21386	20221
257	21463	20132
258	21548	20051
259	21627	19964
260	21715	19885
261	21814	19816
262	21910	19744
263	21998	19665
264	22090	19589
265	22177	19509
266	22257	19422
267	22333	19333
268	22421	19254
269	22507	19173
270	22598	19096
271	22683	19013
272	22763	18927
273	22863	18858
274	22953	18780
275	23054	18710
276	23144	18632
277	23238	18557
278	23320	18472
279	23406	18390
280	23494	18310
281	23577	18226
282	23649	18134
283	23729	18047
284	23804	17957
285	23958	17927
286	24041	17842
287	24123	17757
288	24230	17690
289	24306	17601
290	24395	17521
291	24484	17441
292	24564	17354
293	24645	17268
294	24750	17199
295	24837	17118
296	24918	17031
297	24992	16941
298	25059	16846
299	25138	16759
300	25251	16694
301	25360	16627
302	25444	16543
303	25527	16458
304	25611	16374
305	25722	16307
306	25811	16226
307	25894	16142
308	25980	16059
309	26069	15977
310	26157	15896
311	26232	15807
312	26335	15734
313	26420	15650
314	26502	15565
315	26572	15472
316	26662	15391
317	26730	15298
318	26813	15213
319	26889	15125
320	26977	15043
321	27054	14955
322	27146	14875
323	27225	14789
324	27317	14709
325	27403	14626
326	27487	14542
327	27570	14457
328	27651	14372
329	27740	14290
330	27833	14211
331	27913	14125
332	27993	14038
333	28082	13957
334	28186	13882
335	28272	13799
336	28364	13719
337	28445	13633
338	28518	13544
339	28607	13462
340	28684	13375
341	28758	13286
342	28836	13199
343	28902	13107
344	28968	13014
345	29040	12925
346	29109	12835
347	29179	12744
348	29250	12655
349	29328	12569
350	29407	12483
351	29511	12408
352	29613	12331
353	29745	12267
354	29836	12186
355	29914	12100
356	29994	12014
357	30073	11928
358	30147	11840
359	30214	11750
360	30280	11659
361	30358	11572
362	30431	11485
363	30507	11398
364	30601	11318
365	30682	11233
366	30764	11149
367	30860	11069
368	30955	10989
369	31041	10906
370	31128	10823
371	31206	10737
372	31282	10651
373	31362	10566
374	31423	10474
375	31501	10388
376	31576	10302
377	31652	10215
378	31721	10127
379	31813	10046
380	31897	9962
381	31980	9878
382	32058	9793
383	32142	9709
384	32269	9638
385	32355	9555
386	32434	9470
387	32518	9386
388	32589	9299
389	32666	9213
390	32756	9131
391	32850	9050
392	32942	8969
393	33058	8894
394	33158	8814
395	33252	8732
396	33369	8657
397	33451	8573
398	33547	8491
399	33629	8407
400	33710	8322
401	33789	8237
402	33860	8150
403	33949	8067
404	34027	7981
405	34104	7896
406	34169	7807
407	34239	7720
408	34319	7635
409	34411	7553
410	34489	7468
411	34567	7383
412	34639	7296
413	34715	7211
414	34802	7128
415	34877	7042
416	34953	6957
417	35027	6871
418	35110	6787
419	35182	6701
420	35256	6615
421	35325	6529
422	35406	6445
423	35475	6358
424	35555	6274
425	35638	6190
426	35737	6109
427	35820	6025
428	35893	5940
429	35977	5856
430	36052	5771
431	36137	5688
432	36221	5604
433	36300	5520
434	36380	5436
435	36454	5351
436	36533	5266
437	36616	5183
438	36693	5098
439	36765	5013
440	36842	4928
441	36958	4849
442	37049	4767
443	37141	4684
444	37224	4600
445	37304	4516
446	37378	4431
447	37467	4348
448	37541	4264
449	37617	4179
450	37694	4095
451	37774	4011
452	37861	3928
453	37955	3845
454	38045	3762
455	38131	3679
456	38201	3594
457	38275	3509
458	38352	3425
459	38426	3341
460	38497	3256
461	38578	3173
462	38656	3089
463	38726	3004
464	38801	2920
465	38874	2836
466	38949	2752
467	39020	2668
468	39085	2583
469	39157	2499
470	39229	2415
471	39302	2331
472	39375	2247
473	39451	2163
474	39529	2080
475	39601	1996
476	39674	1913
477	39746	1829
478	39830	1746
479	39913	1663
480	39986	1579
481	40060	1496
482	40149	1413
483	40222	1329
484	40302	1246
485	40374	1163
486	40451	1079
487	40533	996
488	40600	913
489	40685	830
490	40759	747
491	40840	664
492	40917	580
493	40979	497
494	41061	414
495	41154	331
496	41240	248
497	41327	165
498	41405	82
499	41478	0
