iter	Logloss
0	0.6184900137
1	0.5684006271
2	0.5291941277
3	0.4983507749
4	0.4749714695
5	0.455762813
6	0.4398507311
7	0.4266518036
8	0.4171230304
9	0.4077385856
10	0.401563526
11	0.3939082821
12	0.3888777975
13	0.3844569089
14	0.380897963
15	0.377004066
16	0.3735270087
17	0.3708354614
18	0.367442869
19	0.3647413896
20	0.3630224177
21	0.3619473297
22	0.3598163737
23	0.3581801868
24	0.3574637861
25	0.3564500805
26	0.3549124803
27	0.3536528126
28	0.3524143291
29	0.3511121792
30	0.3495897189
31	0.3485315385
32	0.3476966941
33	0.347205087
34	0.346369745
35	0.3455242239
36	0.344587184
37	0.3438134782
38	0.3430465911
39	0.3424767803
40	0.3418798319
41	0.3413553222
42	0.3405880266
43	0.3401303479
44	0.3396386429
45	0.3391796848
46	0.3387568636
47	0.3384282731
48	0.3380462251
49	0.3376345257
50	0.3374391088
51	0.3370113024
52	0.3364000357
53	0.3360412714
54	0.335675545
55	0.3352973628
56	0.3347241316
57	0.3339954481
58	0.3335395199
59	0.3330515215
60	0.3328693293
61	0.3317512132
62	0.3316468945
63	0.3312105841
64	0.3308119073
65	0.3303042305
66	0.3298964393
67	0.329513748
68	0.3290360057
69	0.3285332634
70	0.3280730746
71	0.3280364612
72	0.3277268195
73	0.32733457
74	0.3270461352
75	0.3268587059
76	0.3266532353
77	0.3265527765
78	0.3262892422
79	0.3259012127
80	0.3255885642
81	0.3254193666
82	0.3253312408
83	0.3250650653
84	0.3248593631
85	0.3245437494
86	0.324364974
87	0.3243243528
88	0.3241884296
89	0.3237822428
90	0.3235969539
91	0.323379478
92	0.3233701755
93	0.3232882646
94	0.3231178605
95	0.3229534279
96	0.3226861
97	0.3224121958
98	0.3223411957
99	0.3222803322
100	0.3220657448
101	0.3218001809
102	0.3216259737
103	0.3215414558
104	0.3212940034
105	0.3210407756
106	0.3207107764
107	0.3204972839
108	0.3203317913
109	0.3200164653
110	0.3197160663
111	0.3195841805
112	0.3193422655
113	0.319278589
114	0.3188571622
115	0.3185801979
116	0.3185573378
117	0.3182466305
118	0.3179770494
119	0.3178200623
120	0.3177952488
121	0.3173435094
122	0.3169167368
123	0.3166961813
124	0.3164820642
125	0.3162296176
126	0.3159016013
127	0.3156820471
128	0.3153073359
129	0.3151169186
130	0.3148435287
131	0.3146359535
132	0.3144277283
133	0.3142358697
134	0.3138442197
135	0.3133739686
136	0.3131749408
137	0.3128757553
138	0.312672721
139	0.3124822745
140	0.3119195979
141	0.311669717
142	0.3114762932
143	0.3112665349
144	0.3110782536
145	0.3108480582
146	0.3107529727
147	0.3105770647
148	0.31033774
149	0.3100882715
150	0.309531096
151	0.3094253495
152	0.3091189935
153	0.3088928914
154	0.3087054173
155	0.3085347277
156	0.3082764465
157	0.3080347199
158	0.3079545627
159	0.3078885311
160	0.3077857167
161	0.3075293896
162	0.3074388693
163	0.3072931235
164	0.307129297
165	0.3070639466
166	0.3069663189
167	0.3068177279
168	0.3065580377
169	0.3062793867
170	0.3061877021
171	0.3058892327
172	0.3056808849
173	0.3055481572
174	0.3053129115
175	0.3051724789
176	0.3049726153
177	0.3047524738
178	0.3046987164
179	0.3045840295
180	0.3042700591
181	0.3041876998
182	0.3040817324
183	0.303883915
184	0.3036654445
185	0.3035787987
186	0.303504893
187	0.3031190466
188	0.3029800877
189	0.3028511685
190	0.3027245825
191	0.3026458979
192	0.3024372013
193	0.3021968701
194	0.3020162216
195	0.3017801894
196	0.3016186943
197	0.301537761
198	0.3013150078
199	0.3012152604
200	0.3010370454
201	0.3009003264
202	0.300860407
203	0.300690403
204	0.3006378531
205	0.3005765118
206	0.3003593435
207	0.3002727677
208	0.3002557354
209	0.300220647
210	0.2999321651
211	0.299890272
212	0.2996752131
213	0.299427151
214	0.2992644237
215	0.2990962183
216	0.2990325012
217	0.2990109363
218	0.298851146
219	0.2987942468
220	0.298655671
221	0.2985409606
222	0.2983793203
223	0.2982425212
224	0.2980894384
225	0.2980794034
226	0.2979484145
227	0.2977850138
228	0.297656355
229	0.2975249615
230	0.2974264791
231	0.2973896655
232	0.2972504556
233	0.297244347
234	0.297118819
235	0.2969476769
236	0.2968932793
237	0.2967237699
238	0.2966375254
239	0.2964013816
240	0.2963576979
241	0.296267965
242	0.2961408022
243	0.2961276701
244	0.2959677382
245	0.2958729919
246	0.295603879
247	0.2953664063
248	0.2953385657
249	0.295124989
250	0.29499203
251	0.2947917761
252	0.2946398992
253	0.2946267733
254	0.2944401595
255	0.2943631248
256	0.2942019083
257	0.2941973342
258	0.2940672192
259	0.2938782981
260	0.2937138129
261	0.2935492816
262	0.2934227282
263	0.293367473
264	0.2933158111
265	0.2931328005
266	0.2929953452
267	0.2929777201
268	0.292808935
269	0.2926147006
270	0.2926094879
271	0.2925466644
272	0.2923896171
273	0.2923047521
274	0.2922575653
275	0.2922060107
276	0.2921692136
277	0.2920069766
278	0.2918297106
279	0.2917109738
280	0.2917066238
281	0.2916184341
282	0.2914961403
283	0.2914839964
284	0.2914199288
285	0.2913839625
286	0.2912735246
287	0.291237354
288	0.2910710061
289	0.2910368238
290	0.2909846753
291	0.290879997
292	0.2907434948
293	0.290606983
294	0.2904746399
295	0.2903550753
296	0.2902064815
297	0.2900932763
298	0.2899842919
299	0.2897698285
300	0.2895699485
301	0.2895010979
302	0.2894010152
303	0.289303812
304	0.289198501
305	0.2891293298
306	0.289038915
307	0.2889789283
308	0.2889723297
309	0.2889703862
310	0.2888675562
311	0.288727264
312	0.2884468392
313	0.2882439397
314	0.2882074229
315	0.2879846013
316	0.2877975082
317	0.2875750648
318	0.2875203919
319	0.2874539394
320	0.2873801721
321	0.2872875527
322	0.2870990614
323	0.2869699236
324	0.2868185103
325	0.2865983476
326	0.2864900006
327	0.2864555258
328	0.28645552
329	0.2863548179
330	0.2862396867
331	0.2861466977
332	0.28602252
333	0.2859086463
334	0.2858049999
335	0.2856837042
336	0.2855857784
337	0.2854961456
338	0.2854006927
339	0.2853188903
340	0.2851725285
341	0.2850690367
342	0.2849046104
343	0.2849028522
344	0.284828034
345	0.2847129451
346	0.2846926454
347	0.2845724565
348	0.2845366379
349	0.2843642757
350	0.2843117386
351	0.2841517761
352	0.2840902655
353	0.2840342948
354	0.2839174075
355	0.2839044626
356	0.2838644505
357	0.2837264458
358	0.2835535586
359	0.2834249449
360	0.2833537943
361	0.283233672
362	0.2830785884
363	0.2829983933
364	0.2829607624
365	0.2828890313
366	0.2828712886
367	0.2827677845
368	0.2826772258
369	0.2826460347
370	0.2825854758
371	0.2823656057
372	0.2822252006
373	0.2821008555
374	0.2819628469
375	0.2818478252
376	0.2817802367
377	0.2817049977
378	0.2815566234
379	0.2814679785
380	0.2814180146
381	0.2813176829
382	0.2811673487
383	0.281071943
384	0.2809143572
385	0.2808619048
386	0.2807047889
387	0.2806556516
388	0.280529906
389	0.2804547688
390	0.2804378628
391	0.2803181382
392	0.2801713147
393	0.280038849
394	0.2799662711
395	0.2798600182
396	0.279787999
397	0.2796148036
398	0.2795204586
399	0.2794633547
400	0.2794044065
401	0.2793872372
402	0.2793469807
403	0.2792842059
404	0.2792669521
405	0.2791528313
406	0.2790938784
407	0.2789787908
408	0.2788949715
409	0.278828094
410	0.2788109378
411	0.2786829355
412	0.2785922942
413	0.2784759045
414	0.2783997235
415	0.2783958687
416	0.2783492124
417	0.2781718567
418	0.2780954867
419	0.2778972313
420	0.277779804
421	0.2777721414
422	0.2775701313
423	0.2775145462
424	0.2774564797
425	0.27737656
426	0.277286311
427	0.27724863
428	0.2771985392
429	0.2771083664
430	0.2769707412
431	0.276950391
432	0.2768889772
433	0.2767948513
434	0.2766896631
435	0.2765739798
436	0.2764616485
437	0.2763211052
438	0.2763060498
439	0.2762793715
440	0.2762324362
441	0.2761148968
442	0.2760490884
443	0.2760178636
444	0.275963735
445	0.2759481131
446	0.2759014302
447	0.2758506786
448	0.2757914644
449	0.275748319
450	0.2757365284
451	0.2756949483
452	0.275651876
453	0.2755466332
454	0.2754177547
455	0.2754162525
456	0.2753481502
457	0.2753119691
458	0.2753097391
459	0.2752433238
460	0.2751767868
461	0.2751480673
462	0.2751290913
463	0.2750799465
464	0.2750472621
465	0.2749740206
466	0.2747969437
467	0.274719804
468	0.2746126551
469	0.2744870623
470	0.274374022
471	0.2743538129
472	0.2743192284
473	0.2742312483
474	0.2740627019
475	0.2739073693
476	0.2737626943
477	0.273732305
478	0.2737303144
479	0.2736461521
480	0.273624972
481	0.2735158084
482	0.2734790791
483	0.273418779
484	0.2733894954
485	0.2732524183
486	0.2731668733
487	0.2731129574
488	0.273026551
489	0.2728684724
490	0.2727992571
491	0.2727589357
492	0.2726441454
493	0.272519531
494	0.2724490529
495	0.2724433733
496	0.2724077687
497	0.2723982885
