iter	Passed	Remaining
392	32539	8859
393	32633	8779
394	32742	8703
395	32826	8621
396	32914	8539
397	32987	8454
398	33061	8368
399	33120	8280
400	33191	8194
401	33270	8110
402	33342	8025
403	33423	7942
404	33497	7857
405	33565	7771
406	33659	7691
407	33743	7608
408	33829	7526
409	33930	7448
410	34016	7366
411	34115	7286
412	34188	7201
413	34275	7120
414	34367	7039
415	34447	6955
416	34540	6874
417	34620	6791
418	34708	6709
419	34803	6629
420	34884	6546
421	34975	6464
422	35066	6383
423	35153	6301
424	35245	6219
425	35336	6138
426	35420	6055
427	35516	5974
428	35609	5893
429	35695	5810
430	35778	5727
431	35887	5648
432	35966	5565
433	36050	5482
434	36141	5400
435	36228	5317
436	36323	5236
437	36416	5154
438	36498	5071
439	36576	4987
440	36660	4904
441	36736	4820
442	36818	4737
443	36897	4653
444	36971	4569
445	37048	4485
446	37122	4401
447	37205	4318
448	37273	4233
449	37342	4149
450	37431	4066
451	37514	3983
452	37590	3900
453	37661	3815
454	37736	3732
455	37818	3649
456	37904	3566
457	37994	3484
458	38079	3401
459	38165	3318
460	38247	3235
461	38324	3152
462	38395	3068
463	38466	2984
464	38552	2901
465	38623	2818
466	38713	2735
467	38781	2651
468	38860	2568
469	38936	2485
470	39013	2402
471	39094	2319
472	39175	2236
473	39252	2153
474	39325	2069
475	39410	1987
476	39497	1904
477	39593	1822
478	39668	1739
479	39753	1656
480	39819	1572
481	39908	1490
482	39972	1406
483	40043	1323
484	40118	1240
485	40201	1158
486	40283	1075
487	40358	992
488	40442	909
489	40519	826
490	40595	744
491	40677	661
492	40763	578
493	40843	496
494	40928	413
495	41002	330
496	41082	247
497	41182	165
498	41262	82
499	41340	0
