iter	Logloss
0	0.6216557198
1	0.5679142907
2	0.5300097937
3	0.4990755466
4	0.4746810211
5	0.454912916
6	0.4404938158
7	0.4286285656
8	0.4182422322
9	0.4095053898
10	0.4031210995
11	0.3973537391
12	0.3916020185
13	0.3864665852
14	0.3816826809
15	0.3795984265
16	0.3761396213
17	0.3743100029
18	0.3708041997
19	0.3679819264
20	0.3657673549
21	0.3634620193
22	0.3620783583
23	0.360537698
24	0.3590071085
25	0.357663586
26	0.3564368622
27	0.3552409217
28	0.3534732092
29	0.3523625106
30	0.3508765487
31	0.3501041261
32	0.3491963943
33	0.3483685573
34	0.3476278611
35	0.3467022829
36	0.3458069565
37	0.34521781
38	0.3443658111
39	0.3434311059
40	0.3426311473
41	0.3417055871
42	0.3410054585
43	0.3406008266
44	0.3400777102
45	0.3394332894
46	0.3389019168
47	0.33844356
48	0.3379335928
49	0.3375289381
50	0.337266396
51	0.3370778445
52	0.3365762855
53	0.3361336599
54	0.335781824
55	0.3354250164
56	0.3350790431
57	0.3345450287
58	0.3341516053
59	0.3339523079
60	0.333708394
61	0.3333201822
62	0.3331328455
63	0.332712982
64	0.3325502146
65	0.3323455456
66	0.3319965691
67	0.3317466531
68	0.331370393
69	0.3310609354
70	0.3307654972
71	0.3304035321
72	0.3300586496
73	0.329844264
74	0.3296300302
75	0.3294124972
76	0.3291151044
77	0.3288285824
78	0.3286932262
79	0.3283579542
80	0.3281680107
81	0.3279475843
82	0.327896601
83	0.3275981048
84	0.3273015953
85	0.3269626489
86	0.3266420326
87	0.3264953583
88	0.3260774062
89	0.3257601371
90	0.3256005401
91	0.3252950217
92	0.3250261544
93	0.3249253063
94	0.3246602536
95	0.3246427014
96	0.3245444468
97	0.3242814427
98	0.3239772721
99	0.3238263445
100	0.3234454679
101	0.3233667379
102	0.3231068156
103	0.3229886997
104	0.3227580578
105	0.3224505017
106	0.3223552418
107	0.3220188495
108	0.3219072997
109	0.3218466772
110	0.3216845949
111	0.3215338559
112	0.3213362254
113	0.3212485252
114	0.3210035358
115	0.3207873031
116	0.3205897233
117	0.3203446447
118	0.3201590806
119	0.3200028075
120	0.3195490768
121	0.3188126869
122	0.3185877782
123	0.3182181029
124	0.3178401436
125	0.3175933083
126	0.317404397
127	0.3173836925
128	0.3171724747
129	0.3169132114
130	0.3166316948
131	0.316315247
132	0.3157350651
133	0.3155140113
134	0.3153072518
135	0.3151564235
136	0.3148710192
137	0.3145592347
138	0.314079005
139	0.3137257032
140	0.3135242067
141	0.3134075066
142	0.312998485
143	0.3127565905
144	0.3126043087
145	0.3120932845
146	0.311851726
147	0.3116272117
148	0.3114591788
149	0.3111790806
150	0.3108835878
151	0.3105657988
152	0.3103979808
153	0.310261463
154	0.3099667047
155	0.3096906145
156	0.3094171082
157	0.3091525631
158	0.3088071008
159	0.3085211437
160	0.3082317483
161	0.3080971371
162	0.3077254635
163	0.3076478917
164	0.3073573691
165	0.3071707923
166	0.3070429756
167	0.3068426393
168	0.306767303
169	0.3064974717
170	0.3063147397
171	0.3061763675
172	0.3061718616
173	0.305926105
174	0.3057387188
175	0.3055108985
176	0.3053664189
177	0.3051431197
178	0.3050662292
179	0.3048153192
180	0.3047347927
181	0.3045843516
182	0.3042299687
183	0.304006255
184	0.3037457483
185	0.3035367478
186	0.3033528754
187	0.3032439616
188	0.3030199432
189	0.3027471966
190	0.3025154896
191	0.3022861677
192	0.3022438779
193	0.3020357395
194	0.3018712774
195	0.3017500102
196	0.301636263
197	0.301499146
198	0.3013359892
199	0.3012497712
200	0.3010938631
201	0.3009623899
202	0.300773085
203	0.3005991299
204	0.3005252042
205	0.300259817
206	0.3002360086
207	0.2999469188
208	0.2997946009
209	0.2995646169
210	0.2993084033
211	0.2990433547
212	0.2988084645
213	0.2985433618
214	0.2983802056
215	0.2982278497
216	0.2982065812
217	0.2980607002
218	0.2976926866
219	0.2975277219
220	0.2974517127
221	0.2973063352
222	0.2971116655
223	0.2970196562
224	0.2969345406
225	0.2968559675
226	0.2966022787
227	0.2964907604
228	0.2963336035
229	0.2961880335
230	0.2960783155
231	0.295999052
232	0.2958902488
233	0.2957618475
234	0.2957110312
235	0.2956452496
236	0.2954740703
237	0.2953116931
238	0.2951156164
239	0.2949637515
240	0.2948177959
241	0.2947938813
242	0.2946885862
243	0.2945801329
244	0.2944167726
245	0.2943579345
246	0.2942082261
247	0.2940612731
248	0.2939250736
249	0.2937856193
250	0.2936731393
251	0.2935137038
252	0.2933610152
253	0.293113203
254	0.2929665803
255	0.2928599104
256	0.2927694864
257	0.2925808495
258	0.2924857267
259	0.2923650871
260	0.292279567
261	0.2920994116
262	0.2919964379
263	0.291857395
264	0.291789608
265	0.2916816537
266	0.2915514482
267	0.2914160478
268	0.291408932
269	0.2913678423
270	0.291284638
271	0.2912080245
272	0.291066018
273	0.2910608429
274	0.2908666352
275	0.2907837594
276	0.2907481037
277	0.2905780481
278	0.2905356797
279	0.2904423183
280	0.2902543013
281	0.2901884539
282	0.2900451152
283	0.2899644565
284	0.2898453607
285	0.2896150681
286	0.289550813
287	0.2894363841
288	0.2892925736
289	0.2891132372
290	0.2890294905
291	0.2888938323
292	0.2887140855
293	0.2886969597
294	0.2885466996
295	0.2884699674
296	0.2883975725
297	0.2882813448
298	0.2881880837
299	0.2879494306
300	0.2878298324
301	0.2877790494
302	0.2876040791
303	0.2874999982
304	0.2873233208
305	0.2871248495
306	0.2870515783
307	0.2868838314
308	0.2868246398
309	0.2867459514
310	0.2866716053
311	0.286534569
312	0.2864108424
313	0.2862746065
314	0.286177563
315	0.2861129327
316	0.2860143701
317	0.2859080985
318	0.2857780492
319	0.2856831061
320	0.2855133361
321	0.2854813967
322	0.2853992723
323	0.2852349658
324	0.2852190967
325	0.2850380844
326	0.2848203078
327	0.2847077813
328	0.2846338398
329	0.2844961916
330	0.2844570628
331	0.2842963539
332	0.2841735686
333	0.284134637
334	0.2840542001
335	0.28393019
336	0.2839281071
337	0.2837619234
338	0.2837108066
339	0.2836651318
340	0.2835760553
341	0.2834163311
342	0.2832390481
343	0.2832168088
344	0.2831416212
345	0.2830649899
346	0.2829722401
347	0.2828398387
348	0.2827676486
349	0.2827055382
350	0.2826366
351	0.2825605604
352	0.2824835046
353	0.2823910569
354	0.2823566937
355	0.2822246141
356	0.2821889674
357	0.2821878148
358	0.2820389324
359	0.2819202829
360	0.2817231061
361	0.2815638083
362	0.2814624417
363	0.2813923149
364	0.2813660469
365	0.2812918371
366	0.2812277544
367	0.2811803405
368	0.2810538545
369	0.2808537524
370	0.2806242126
371	0.2805796331
372	0.2805408006
373	0.2804743644
374	0.2802846805
375	0.2802017534
376	0.280069383
377	0.2799130495
378	0.2798224185
379	0.2796433665
380	0.2795070998
381	0.2793607333
382	0.2792600565
383	0.2791298119
384	0.2789807493
385	0.2788627937
386	0.2788593535
387	0.2788169169
388	0.2787454705
389	0.2786625023
390	0.2785728908
391	0.2784501991
392	0.2783816821
393	0.2783061921
394	0.2781906041
395	0.2781363805
396	0.2780208267
397	0.2778707358
398	0.277747757
399	0.2776732414
400	0.2775581333
401	0.2775497038
402	0.2774142266
403	0.2773035433
404	0.2772038369
405	0.277160126
406	0.2771208339
407	0.2770161786
408	0.2769570648
409	0.2769554889
410	0.276854612
411	0.276714632
412	0.2766428919
413	0.2765986288
414	0.2765411856
415	0.276480563
416	0.2764229952
417	0.2763774174
418	0.2763759385
419	0.2762360751
420	0.2760763235
421	0.2759931399
422	0.2758424768
423	0.2757075566
424	0.2756129968
425	0.2755281544
426	0.27544633
427	0.2754212331
428	0.2752730949
429	0.2750620441
430	0.2749896613
431	0.2748686042
432	0.2747533029
433	0.2746394053
434	0.2745668572
435	0.2744220683
436	0.274275713
437	0.2742016833
438	0.2740401783
439	0.273903722
440	0.2738340453
441	0.2737827113
442	0.2737068613
443	0.2736092293
444	0.2735919894
445	0.2734366009
