iter	Passed	Remaining
371	27902	9600
372	27966	9522
373	28047	9449
374	28120	9373
375	28195	9298
376	28268	9222
377	28340	9146
378	28419	9073
379	28485	8995
380	28563	8921
381	28632	8844
382	28711	8770
383	28778	8693
384	28842	8615
385	28920	8541
386	28987	8464
387	29065	8390
388	29136	8314
389	29224	8242
390	29299	8167
391	29374	8093
392	29439	8015
393	29517	7941
394	29589	7865
395	29663	7790
396	29737	7715
397	29813	7640
398	29880	7563
399	29963	7490
400	30038	7416
401	30116	7341
402	30203	7269
403	30275	7194
404	30344	7117
405	30423	7043
406	30497	6968
407	30570	6893
408	30646	6818
409	30722	6744
410	30797	6669
411	30866	6592
412	30937	6517
413	31014	6442
414	31098	6369
415	31172	6294
416	31256	6221
417	31329	6146
418	31408	6071
419	31474	5995
420	31547	5919
421	31625	5845
422	31715	5773
423	31777	5696
424	31854	5621
425	31924	5545
426	31989	5468
427	32067	5394
428	32137	5318
429	32199	5241
430	32283	5168
431	32349	5092
432	32421	5016
433	32490	4940
434	32559	4865
435	32636	4790
436	32718	4716
437	32799	4642
438	32875	4568
439	32944	4492
440	33022	4417
441	33097	4343
442	33184	4269
443	33249	4193
444	33327	4119
445	33403	4044
446	33484	3970
447	33559	3895
448	33634	3820
449	33716	3746
450	33788	3671
451	33862	3596
452	33930	3520
453	34008	3445
454	34093	3371
455	34174	3297
456	34256	3223
457	34328	3147
458	34415	3074
459	34497	2999
460	34575	2925
461	34660	2850
462	34734	2775
463	34820	2701
464	34899	2626
465	34967	2551
466	35042	2476
467	35109	2400
468	35193	2326
469	35283	2252
470	35364	2177
471	35442	2102
472	35519	2027
473	35592	1952
474	35668	1877
475	35740	1802
476	35815	1726
477	35890	1651
478	35963	1576
479	36042	1501
480	36123	1426
481	36209	1352
482	36283	1277
483	36361	1202
484	36442	1127
485	36522	1052
486	36598	976
487	36683	902
488	36758	826
489	36823	751
490	36906	676
491	36984	601
492	37058	526
493	37148	451
494	37219	375
495	37300	300
496	37371	225
497	37450	150
498	37520	75
499	37598	0
